,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Female,Male,France,Germany,Spain,CustomerValue,PurchaseValue,Worth,Affordance,TotalBalance,Balance_,Exited
2972,0.582,0.32432432432432434,0.9,0.5287308085924448,0.0,1,0,0.17679493391618897,0,1,0,0,1,0.225,0.09540983606557377,0.3093199719187493,0.04444444444444445,0.41196729630435897,0.4772878880828793,0
2973,0.482,0.5135135135135135,0.9,0.5136846199187886,0.0,1,1,0.9812455089461043,1,0,1,0,0,0.225,0.07901639344262296,0.22538819796320578,0.0376278118609407,0.7973548671945923,0.3303588929813618,1
2974,0.43,0.5540540540540541,0.9,0.27552856221424404,0.0,1,1,0.8535512641457259,0,1,0,1,0,0.225,0.07049180327868852,0.11474591931200853,0.03408316291751875,0.5881282289765023,0.49832553654820044,0
2975,0.274,0.25675675675675674,0.6,0.0,0.3333333333333333,1,1,0.6323895432013756,0,1,1,0,0,0.3,0.20459016393442622,0.0,0.05664621676891616,0.31004586930679506,0.6205653202250278,0
2976,0.758,0.28378378378378377,0.4,0.48388028780928544,0.0,1,1,0.7981091694256802,0,1,1,0,0,0.1,0.12426229508196722,0.3048568505892295,0.18067484662576688,0.6891674086189317,0.18728336547788058,0
2977,0.31,0.36486486486486486,0.9,0.5235404542139002,0.6666666666666666,1,0,0.9770120546512191,1,0,0,0,1,0.675,0.3819672131147541,0.285864592907731,0.02590320381731425,0.8013441638493578,0.31406406449402613,1
2978,0.46,0.22972972972972974,0.1,0.40692748996215955,0.0,0,1,0.841451708638175,1,0,1,0,0,0.025,0.07540983606557378,0.28567459521372995,0.6687116564417178,0.6630669041502668,0.324610869675882,0
2979,0.584,0.2972972972972973,0.1,0.6172352687100966,0.0,1,1,0.6902705708395152,0,1,1,0,0,0.025,0.09573770491803278,0.3791520231582109,0.7447852760736197,0.7183422374964548,0.08221789570204269,0
2980,1.0,0.3108108108108108,0.3,0.39835269371719806,0.3333333333333333,1,0,0.35587263583672235,1,0,0,0,1,0.15,0.4426229508196721,0.2387297465673776,0.3047034764826176,0.41957325761176295,0.14090906569499792,0
2981,0.532,0.28378378378378377,0.2,0.485074716989675,0.3333333333333333,1,0,0.2777501251369506,0,1,0,1,0,0.1,0.28918032786885245,0.30560937125882326,0.33496932515337424,0.4346242051641644,0.3244120576684418,0
2982,0.352,0.33783783783783783,0.3,0.0,0.3333333333333333,1,0,0.15848318514418125,1,0,0,0,1,0.15,0.2301639344262295,0.0,0.17218813905930472,0.07755632299594756,0.15533432497162755,0
2983,0.346,0.22972972972972974,0.8,0.5531439478076537,0.0,1,1,0.9306256247471633,0,1,0,1,0,0.2,0.05672131147540983,0.3883226797962712,0.03726993865030675,0.7968084547380172,0.23206584378785858,0
2984,0.626,0.22972972972972974,0.9,0.0,0.3333333333333333,1,1,0.9779368929732789,0,1,1,0,0,0.45,0.32,0.0,0.0474437627811861,0.47956490025360077,0.9597870561405346,0
2985,0.98,0.16216216216216217,0.8,0.5432154146729454,0.0,1,0,0.2705348360768453,0,1,1,0,0,0.2,0.16065573770491803,0.44491133051938364,0.08588957055214724,0.46686943342616505,0.403103862878033,0
2986,0.44,0.32432432432432434,0.0,0.42988198913750203,0.3333333333333333,1,0,0.6376471953071517,0,1,0,1,0,0.0,0.25901639344262295,0.25149108515612284,0.656441717791411,0.5772124663288104,0.09626546125392053,0
2987,0.652,0.10810810810810811,0.1,0.43184330339063165,0.0,0,0,0.3011295578727768,1,0,0,1,0,0.025,0.10688524590163935,0.40810834643342175,0.7865030674846626,0.41333040820891376,0.23589849748684444,1
2988,0.678,0.3918918918918919,0.1,0.3741437409906149,0.6666666666666666,1,0,0.7844091110701072,0,1,1,0,0,0.075,0.5629508196721311,0.1955974829983566,0.8024539877300614,0.6149048679575189,0.30899038206415275,1
2989,0.706,0.36486486486486486,0.1,0.0,0.0,1,0,0.9139499322185267,1,0,0,0,1,0.025,0.11573770491803279,0.0,0.8196319018404908,0.4481741007364376,0.8969714451468098,1
2990,0.282,0.013513513513513514,0.2,0.5016387330808297,0.0,0,0,0.6484565275983856,0,1,0,1,0,0.05,0.04622950819672131,0.6487241965444914,0.25828220858895706,0.6266807506354002,0.018498205513002988,0
2991,0.468,0.4189189189189189,0.8,0.6883808481762456,0.0,1,0,0.569300518199488,0,1,1,0,0,0.2,0.07672131147540984,0.34518771772533713,0.046625766871165646,0.7027858694608523,0.2885994371509346,0
2992,0.92,0.44594594594594594,0.5,0.0,0.3333333333333333,0,1,0.9226539134487343,1,0,1,0,0,0.25,0.4163934426229508,0.0,0.1558282208588957,0.4524441102286184,0.9055160906902816,0
2993,0.79,0.5540540540540541,0.8,0.0,0.0,1,1,0.18058424579547344,1,0,0,0,1,0.2,0.12950819672131147,0.0,0.07131901840490798,0.0883986876877235,0.1770308020670362,0
2994,0.55,0.28378378378378377,0.3,0.5212750722813394,0.0,0,1,0.6065803784261397,1,0,1,0,0,0.075,0.09016393442622951,0.3284165129888406,0.21267893660531698,0.6182230345060178,0.04618731831711965,0
2995,0.37,0.14864864864864866,0.2,0.44786048391201383,0.0,1,0,0.9281845416237251,1,0,1,0,0,0.05,0.060655737704918035,0.3794612059246174,0.2852760736196319,0.7308101755668311,0.3593411183533772,0
2996,0.758,0.36486486486486486,0.7,0.36305999778635223,0.3333333333333333,1,0,0.35564166377889084,1,0,0,0,1,0.35,0.36327868852459017,0.1982387371079332,0.08483786152497809,0.39773770916638906,0.09766779770244992,0
2997,0.61,0.10810810810810811,0.7,0.42327344939134454,0.0,0,1,0.1600594856808825,1,0,1,0,0,0.175,0.1,0.40000950845824707,0.07186678352322524,0.33884943994072425,0.3638311280009139,0
2998,0.802,0.3918918918918919,0.5,0.5686369712898173,0.3333333333333333,1,0,0.8138246202512339,0,1,1,0,0,0.25,0.3777049180327869,0.2972760149070274,0.14134969325153374,0.7490438517952007,0.09832112832146753,0
2999,0.35,0.20270270270270271,0.1,0.44971785157870275,0.0,0,1,0.8759185502215461,0,1,1,0,0,0.025,0.05737704918032787,0.3348488585486587,0.6012269938650306,0.7063126510551767,0.30574429742119225,0
3000,0.364,0.2972972972972973,0.5,0.0,0.3333333333333333,0,1,0.8855252176582863,1,0,1,0,0,0.25,0.2340983606557377,0.0,0.08760736196319019,0.4342294703684945,0.8690670753914277,0
3001,0.692,0.33783783783783783,0.4,0.0,0.3333333333333333,1,1,0.33200565654019953,1,0,0,0,1,0.2,0.3416393442622951,0.0,0.1705521472392638,0.16268318395426482,0.3256802819183719,0
3002,0.872,0.1891891891891892,0.2,0.4158518305181199,0.3333333333333333,0,0,0.297769586995558,1,0,0,1,0,0.1,0.400655737704918,0.31930908453370804,0.4392638036809816,0.40183950683246167,0.21950117036456182,0
3003,0.46,0.5,0.6,0.4157295099376803,0.0,0,1,0.8787770732104915,0,1,1,0,0,0.15,0.07540983606557378,0.18572518486284334,0.07566462167689163,0.6867955654485796,0.35041200475008516,0
3004,0.492,0.3918918918918919,0.5,0.5587412004611115,0.3333333333333333,1,1,0.8715818360653441,0,1,0,1,0,0.25,0.2760655737704918,0.29210263458721075,0.10331288343558283,0.7712877254331622,0.1672090961844146,0
3005,0.666,0.28378378378378377,0.4,0.0,0.3333333333333333,1,0,0.8586081470780459,0,1,1,0,0,0.2,0.33311475409836067,0.0,0.16656441717791412,0.4210244617822584,0.8426427505803225,0
3006,0.794,0.36486486486486486,0.1,0.4581904947941214,0.0,1,0,0.9468444736472333,1,0,1,0,0,0.025,0.1301639344262295,0.25018207898600964,0.8736196319018404,0.7463223870781526,0.36493657185166595,1
3007,0.504,0.20270270270270271,0.5,0.6564592819339518,0.0,0,1,0.903608894649439,0,1,1,0,0,0.125,0.08262295081967214,0.48878344603758145,0.10478527607361963,0.8471439241186811,0.07829604659132397,1
3008,0.858,0.5945945945945946,1.0,0.47468097505246054,0.0,0,1,0.5848874067473443,0,1,1,0,0,0.25,0.14065573770491804,0.18811904776598345,0.052638036809815957,0.5789027535468851,0.010095870095350753,0
3009,0.402,0.17567567567567569,0.1,0.0,0.3333333333333333,1,1,0.9255576907594675,0,1,1,0,0,0.05,0.24655737704918032,0.0,0.6331288343558282,0.4538686487647286,0.9083667112512821,0
3010,0.632,0.3918918918918919,0.2,0.0,0.0,1,0,0.17519368099653515,0,1,1,0,0,0.05,0.10360655737704919,0.0,0.3656441717791411,0.08575417797993617,0.17173891732282404,1
3011,0.352,0.16216216216216217,0.8,0.0,0.0,1,0,0.18121440597577065,0,1,0,0,1,0.2,0.057704918032786885,0.0,0.03773006134969325,0.08870783242049533,0.17764942649117474,0
3012,0.998,0.3108108108108108,0.9,0.4602078875929267,0.0,1,0,0.5158638649991073,1,0,1,0,0,0.225,0.16360655737704918,0.2757990948879188,0.07280163599182003,0.5361330875679318,0.060030181135410955,0
3013,0.242,0.12162162162162163,0.4,0.0,0.3333333333333333,1,0,0.6132111116611635,1,0,1,0,0,0.2,0.1940983606557377,0.0,0.10153374233128834,0.30063729148982593,0.601737970388596,0
3014,0.556,0.33783783783783783,0.3,0.7370586599523336,0.0,1,0,0.6146886527663391,0,1,0,0,1,0.075,0.09114754098360656,0.4211688404788923,0.21390593047034767,0.7550130534045195,0.30399588081156326,0
3015,0.648,0.33783783783783783,0.8,0.34260077468106676,0.3333333333333333,1,0,0.043733226523132954,0,1,0,1,0,0.4,0.32721311475409837,0.19576836805489364,0.060429447852760734,0.23212888563308118,0.378667952677637,0
3016,0.894,0.1891891891891892,1.0,0.4547049361754807,0.0,0,1,0.6289136112498742,0,1,1,0,0,0.25,0.14655737704918032,0.3491421853842831,0.05484662576687117,0.5882061652418583,0.05711873882694921,0
3017,0.48,0.14864864864864866,0.2,0.6653329246149303,0.3333333333333333,1,0,0.6124392379472239,1,0,0,0,1,0.1,0.2721311475409836,0.5637202722384714,0.31901840490797545,0.709763189050909,0.21786359758525398,0
3018,0.476,0.12162162162162163,0.8,0.0,0.0,1,0,0.10028357708161127,1,0,1,0,0,0.2,0.0780327868852459,0.0,0.04723926380368098,0.049004689864443896,0.09820012298854407,0
3019,0.454,0.14864864864864866,0.7,0.0,0.3333333333333333,1,1,0.27733433542903346,0,1,1,0,0,0.35,0.2636065573770492,0.0,0.058194566170026295,0.1358624620431744,0.2720097778199728,0
3020,0.442,0.2702702702702703,0.6,0.4272404783950329,0.3333333333333333,0,0,0.19477540105080032,1,0,1,0,0,0.3,0.259672131147541,0.27625581698596874,0.07382413087934561,0.35832207464621185,0.33463668921947537,0
3021,0.66,0.24324324324324326,0.3,0.4634356523001032,0.0,1,1,0.31895155987396795,0,1,1,0,0,0.075,0.10819672131147541,0.3163075628095856,0.23517382413087934,0.441518265174549,0.25731325060430255,0
3022,0.596,0.12162162162162163,0.7,0.0,0.3333333333333333,1,1,0.8153221132618165,1,0,0,0,1,0.35,0.3101639344262295,0.0,0.07063978965819456,0.3997891476902777,0.8001491139145186,0
3023,0.536,0.28378378378378377,0.2,0.3629703199414551,0.0,1,0,0.1328482370066341,0,1,1,0,0,0.05,0.08786885245901639,0.2286805050391508,0.3361963190184049,0.2883842485042836,0.3162723013687642,0
3024,0.596,0.3108108108108108,0.5,0.4904350208485047,0.0,0,1,0.025278314078994543,0,1,0,1,0,0.125,0.09770491803278689,0.29391398647864925,0.11607361963190184,0.3140654867749002,0.5788640844046806,0
3025,0.818,0.28378378378378377,0.6,0.0,0.3333333333333333,1,1,0.7024975385149282,1,0,1,0,0,0.3,0.3829508196721311,0.0,0.11226993865030675,0.34443953325768834,0.6893899136925168,0
3026,0.47,0.2972972972972973,0.7,0.0,0.3333333333333333,0,0,0.7307967910935494,0,1,1,0,0,0.35,0.26885245901639343,0.0,0.05959684487291849,0.35832261433706414,0.7171711181820553,0
3027,0.848,0.32432432432432434,0.3,0.5491538417052119,0.0,0,0,0.9966182270406824,1,0,1,0,0,0.075,0.13901639344262295,0.3212679271471465,0.27361963190184047,0.8267273210496752,0.3017647682836236,0
3028,0.694,0.40540540540540543,0.2,0.43096764905623636,0.3333333333333333,1,1,0.5197135826471427,1,0,0,1,0,0.1,0.3422950819672131,0.22061044404900534,0.38466257668711656,0.5200246648532073,0.020237393318335933,0
3029,0.51,0.28378378378378377,1.0,0.41976298026023234,0.3333333333333333,1,0,0.6901148059639695,0,1,0,0,1,0.5,0.2819672131147541,0.2644613210747696,0.03128834355828221,0.5967239587756651,0.1602356054829504,0
3030,0.652,0.02702702702702703,0.1,0.3211253222374072,0.0,0,0,0.34308476459501874,0,1,1,0,0,0.025,0.10688524590163935,0.39451833615435045,0.7865030674846626,0.3657672326110258,0.058346267977084885,0
3031,0.656,0.05405405405405406,0.4,0.6969080155213617,0.0,1,1,0.1407008369299268,1,0,1,0,0,0.1,0.10754098360655738,0.7783508682995877,0.16503067484662576,0.4977712975625256,0.7198555711763432,0
3032,0.29,0.36486486486486486,0.3,0.355359181889348,0.6666666666666666,1,0,0.6758554441949206,1,0,0,0,1,0.225,0.3721311475409836,0.19403392240118833,0.15950920245398773,0.5500888061297499,0.2255597822061094,1
3033,0.874,0.9054054054054054,1.0,0.0,0.3333333333333333,1,1,0.5826875466607061,1,0,1,0,0,0.5,0.4013114754098361,0.0,0.05361963190184049,0.2856630045698568,0.5717731718953653,0
3034,0.84,0.24324324324324326,0.2,0.3579148011848157,0.0,1,1,0.5296061273851652,0,1,1,0,0,0.05,0.1377049180327869,0.24428668337095313,0.4294478527607362,0.47991459539450404,0.07884010424032634,0
3035,0.934,0.36486486486486486,0.9,0.4033819069726677,0.0,0,0,0.44103981930274333,0,1,0,1,0,0.225,0.15311475409836064,0.22025538560573812,0.06843899113837763,0.4644500974608085,0.06349515534409379,1
3036,0.618,0.33783783783783783,0.1,0.4228267341532971,0.3333333333333333,1,0,0.13445809074766638,0,1,1,0,0,0.05,0.3173770491803279,0.24161095313409345,0.7656441717791411,0.32601492912460817,0.38841366819297013,0
3037,0.686,0.04054054054054054,0.1,0.0,0.3333333333333333,1,1,0.017413863023918782,0,1,1,0,0,0.05,0.33967213114754097,0.0,0.807361963190184,0.008350366712574733,0.01684742768925026,0
3038,0.788,0.3918918918918919,0.9,0.0,0.3333333333333333,1,0,0.5658119850445716,0,1,1,0,0,0.45,0.37311475409836065,0.0,0.058486707566462175,0.2773841714266173,0.5552065354857588,0
3039,0.958,0.10810810810810811,0.8,0.4043090164616239,0.3333333333333333,1,1,0.09657382280007738,1,0,0,0,1,0.4,0.42885245901639346,0.38208739804637193,0.08420245398773006,0.29603218304115697,0.40279720149272963,0
3040,0.732,0.2702702702702703,0.4,0.0,0.3333333333333333,1,0,0.9484261746996838,0,1,1,0,0,0.2,0.35475409836065575,0.0,0.17668711656441718,0.46508749688880496,0.9308165631314276,0
3041,0.642,0.21621621621621623,0.7,0.42488860716317134,0.3333333333333333,1,1,0.13189324580497436,0,1,1,0,0,0.35,0.32524590163934425,0.3070568601050586,0.07467134092900965,0.3260257229416547,0.393471052947172,0
3042,0.97,0.14864864864864866,1.0,0.5198134429799764,0.3333333333333333,0,0,0.5313755963694532,1,0,0,1,0,0.5,0.43278688524590164,0.4404251837671852,0.05950920245398773,0.5804293672482915,0.11821519048423877,0
3043,0.572,0.2702702702702703,0.1,0.0,0.0,1,0,0.2250404913669255,1,0,1,0,0,0.025,0.09377049180327869,0.0,0.7374233128834355,0.11020808565816208,0.2206732285101524,0
3044,0.598,0.14864864864864866,0.2,0.1794442915049692,0.0,1,1,0.8675037966125764,0,1,0,0,1,0.05,0.0980327868852459,0.15203874799577427,0.35521472392638037,0.5358343441497684,0.6303641995438319,0
3045,0.542,0.12162162162162163,0.1,0.2961299147394864,0.0,1,1,0.262877004753954,0,1,0,1,0,0.025,0.08885245901639344,0.26948906827047897,0.7190184049079754,0.31103443575983736,0.10630031324427175,0
3046,0.616,0.17567567567567569,0.3,0.530107782008225,0.0,0,1,0.7317083281453378,1,0,0,1,0,0.075,0.10098360655737705,0.420170078034847,0.2261758691206544,0.6850448819178493,0.06516227993290262,1
3047,0.868,0.40540540540540543,0.7,0.0,0.3333333333333333,1,1,0.9130791490587351,0,1,0,0,1,0.35,0.39934426229508196,0.0,0.09447852760736196,0.44774691089542124,0.8961166026042017,0
3048,0.866,0.25675675675675674,0.1,0.5448015168230257,0.0,1,0,0.9894898462803197,1,0,0,0,1,0.025,0.1419672131147541,0.3617922165913546,0.9177914110429448,0.8205514669067212,0.3001273918618538,0
3049,0.53,0.1891891891891892,0.4,0.0,0.3333333333333333,1,1,0.03107321749227051,0,1,1,0,0,0.2,0.28852459016393445,0.0,0.14570552147239263,0.015051389117644217,0.030256733063168277,0
3050,0.882,0.35135135135135137,0.5,0.0,0.3333333333333333,1,1,0.6198905995522571,1,0,1,0,0,0.25,0.4039344262295082,0.0,0.15116564417177913,0.3039141226253173,0.6082951831090496,1
3051,0.824,0.47297297297297297,0.1,0.4086135928735049,0.0,1,1,0.851000370535386,0,1,1,0,0,0.025,0.13508196721311475,0.18943471789382274,0.8920245398773006,0.6687890745376359,0.33190805577908955,0
3052,0.514,0.22972972972972974,0.2,0.0,0.3333333333333333,1,1,0.5709481255459896,0,1,1,0,0,0.1,0.28327868852459015,0.0,0.3294478527607362,0.27990386535910367,0.5602486534413647,0
3053,0.502,0.21621621621621623,0.5,0.0,0.3333333333333333,1,0,0.13506784897957752,1,0,1,0,0,0.25,0.27934426229508197,0.0,0.1045398773006135,0.06606919945546175,0.132347631582009,0
3054,0.38,0.6621621621621622,0.1,0.35226258597664095,0.0,0,1,0.29725548789909434,0,1,0,0,1,0.025,0.06229508196721312,0.12918567290005836,0.6196319018404908,0.3624488698113079,0.14168659245693496,0
3055,0.924,0.35135135135135137,0.4,0.4585493257441697,0.3333333333333333,1,0,0.8252129578374735,0,1,1,0,0,0.2,0.41770491803278686,0.2560684178558029,0.20613496932515338,0.6868731092114975,0.24508969931426552,0
3056,0.67,0.5405405405405406,0.1,0.4176856826610358,0.0,1,1,0.7709227731248334,0,1,1,0,0,0.025,0.10983606557377049,0.17694741837409073,0.7975460122699386,0.6350882755155164,0.2421227860012588,0
3057,0.66,0.20270270270270271,0.1,0.49056603021569434,0.0,1,0,0.6748114444929492,0,1,1,0,0,0.025,0.10819672131147541,0.3652634083433196,0.7914110429447853,0.6327948592385678,0.058008287564436614,0
3058,0.66,0.5405405405405406,0.8,0.0,0.3333333333333333,1,1,0.32851597327544774,1,0,0,0,1,0.4,0.33114754098360655,0.0,0.06134969325153374,0.16097121097648767,0.3222544810385625,0
3059,0.562,0.20270270270270271,0.8,0.0,0.3333333333333333,0,0,0.5868692460129942,1,0,1,0,0,0.4,0.29901639344262293,0.0,0.05383435582822086,0.2877144676251478,0.5758783207680054,0
3060,0.438,0.33783783783783783,0.7,0.0,0.3333333333333333,1,1,0.38849515128694784,1,0,1,0,0,0.35,0.2583606557377049,0.0,0.0567922874671341,0.1903958676558317,0.3811356760391229,0
3061,0.468,0.20270270270270271,0.3,0.3519814758255035,0.3333333333333333,1,1,0.8882838311058706,0,1,0,1,0,0.15,0.26819672131147543,0.26207675545167014,0.19591002044989775,0.6522232392941648,0.43825956925145026,0
3062,0.464,0.2972972972972973,0.9,0.0,0.6666666666666666,1,1,0.3047434529997614,1,0,1,0,0,0.675,0.4577049180327869,0.0,0.03640081799591002,0.1493088596288134,0.2989171421750809,0
3063,0.518,0.1891891891891892,0.7,0.28645969365490187,0.0,1,1,0.7596391455383988,0,1,1,0,0,0.175,0.08491803278688524,0.21995618589147367,0.0638036809815951,0.5487846922479149,0.3926693251186502,0
3064,0.312,0.22972972972972974,0.6,0.43861206755300525,0.3333333333333333,1,0,0.13154831286387847,0,1,0,0,1,0.3,0.21704918032786885,0.30791806389318577,0.060531697341513285,0.3343031332635562,0.4107120793217693,0
3065,0.306,0.32432432432432434,0.8,0.4162250896369917,0.0,1,1,0.7378011100060055,0,1,1,0,0,0.2,0.05016393442622951,0.24350147739855554,0.03420245398773006,0.6179404327506193,0.21140637994113493,0
3066,0.306,0.13513513513513514,0.5,0.0,0.3333333333333333,1,0,0.6295930761387711,1,0,1,0,0,0.25,0.21508196721311476,0.0,0.08049079754601227,0.30867397516018885,0.6178200454832784,0
3067,0.912,0.17567567567567569,1.0,0.5526287984097448,0.0,1,0,0.9540500617809,0,1,0,1,0,0.25,0.14950819672131146,0.4380205181528981,0.055950920245398765,0.8079829746179958,0.25569595174081505,0
3068,0.606,0.17567567567567569,0.7,0.4088314901081949,0.0,1,1,0.055165068264019214,1,0,1,0,0,0.175,0.09934426229508196,0.3240449677065819,0.0715162138475022,0.2785013560223292,0.44901799877011456,0
3069,0.632,0.33783783783783783,0.7,0.549150214734596,0.3333333333333333,1,1,0.5954992201755267,0,1,1,0,0,0.35,0.3219672131147541,0.3137945074866388,0.07379491673970201,0.6299436479343407,0.0913978560604011,1
3070,0.648,0.1891891891891892,0.2,0.0,0.3333333333333333,1,0,0.702905077434895,0,1,0,0,1,0.1,0.32721311475409837,0.0,0.37055214723926383,0.3446394641870718,0.6897899921766248,0
3071,0.896,0.1891891891891892,0.7,0.0,0.3333333333333333,0,1,0.18861986319693527,0,1,1,0,0,0.35,0.40852459016393444,0.0,0.09693251533742331,0.09234081045571545,0.18491931889657076,0
3072,0.78,0.16216216216216217,0.8,0.4193317693251471,0.0,1,0,0.009205879161459918,1,0,1,0,0,0.2,0.12786885245901639,0.3434465414274449,0.0705521472392638,0.26241744017858076,0.5070684541158822,0
3073,0.362,0.1891891891891892,0.0,0.4367120132321454,0.3333333333333333,1,1,0.8602734561150589,1,0,0,1,0,0.0,0.23344262295081966,0.33532643820826674,0.6085889570552148,0.6906325220945755,0.30640415692835543,0
3074,0.528,0.35135135135135137,0.6,0.47316366577362146,0.0,1,0,0.6679614403175502,1,0,0,1,0,0.15,0.08655737704918033,0.2642295266378848,0.08261758691206543,0.6187234260517311,0.07271718530501413,1
3075,0.412,0.22972972972972974,1.0,0.0,0.3333333333333333,1,1,0.9637900419490061,0,1,1,0,0,0.5,0.2498360655737705,0.0,0.025276073619631904,0.4726247212067448,0.9458991783566082,0
3076,0.656,0.33783783783783783,0.2,0.6113764357472788,0.3333333333333333,1,1,0.9691760063086023,1,0,0,1,0,0.1,0.3298360655737705,0.3493517117843128,0.37300613496932516,0.8515619560928128,0.198188866792666,0
3077,0.474,0.20270270270270271,0.6,0.5285148244851127,0.0,1,0,0.2788473299200073,0,1,0,1,0,0.15,0.07770491803278688,0.39351914780263875,0.0770961145194274,0.46189934677291117,0.37683765497457333,0
3078,0.354,0.24324324324324326,0.6,0.0,0.3333333333333333,1,1,0.5113923879730513,1,0,0,0,1,0.3,0.23081967213114754,0.0,0.06482617586912065,0.25068694059509944,0.5017831473492003,0
3079,0.814,0.21621621621621623,0.1,0.515739318701071,0.3333333333333333,0,0,0.22479076751829796,1,0,0,1,0,0.05,0.38163934426229507,0.372712501967032,0.8858895705521472,0.42751704086131914,0.41416978830153817,0
3080,0.236,0.13513513513513514,0.3,0.0,0.3333333333333333,1,0,0.8533286928901709,0,1,0,0,1,0.15,0.1921311475409836,0.0,0.14846625766871166,0.4184344608505557,0.8374599424485873,0
3081,0.686,0.14864864864864866,0.2,0.60324389077653,0.0,0,0,0.9857656906234545,0,1,1,0,0,0.05,0.11245901639344262,0.5111137563672422,0.38220858895705523,0.8546950577417697,0.22449125357254143,0
3082,0.266,0.35135135135135137,0.5,0.5453867345104141,0.0,1,0,0.9618334550949615,1,0,1,0,0,0.125,0.04360655737704918,0.304561167981175,0.07558282208588957,0.8073439561174425,0.2722565010667369,1
3083,0.232,0.2972972972972973,0.4,0.3650568244660611,0.0,1,0,0.7060604287709475,0,1,1,0,0,0.1,0.0380327868852459,0.22424517940018812,0.1,0.570875588060645,0.24326779589596054,1
3084,0.84,0.16216216216216217,0.8,0.0,0.3333333333333333,1,0,0.502775265037811,1,0,1,0,0,0.4,0.3901639344262295,0.0,0.07515337423312883,0.24645954214884977,0.49332377006669725,0
3085,0.768,0.4864864864864865,0.3,0.0,0.0,1,0,0.6540322600808376,1,0,1,0,0,0.075,0.1259016393442623,0.0,0.25725971370143147,0.32066337916437115,0.6418118440216223,1
3086,0.732,0.05405405405405406,0.8,0.0,0.3333333333333333,1,1,0.4630212185263692,1,0,1,0,0,0.4,0.35475409836065575,0.0,0.06687116564417178,0.2269569546010583,0.4542974639000348,0
3087,0.178,0.24324324324324326,0.2,0.6597749707859474,0.3333333333333333,1,1,0.6197854395094731,0,1,1,0,0,0.1,0.17311475409836066,0.45031454092126627,0.2263803680981595,0.7099462423754561,0.2038064596033882,0
3088,0.376,0.0945945945945946,0.5,0.24903716883615973,0.0,1,1,0.5137833163067071,0,1,0,1,0,0.125,0.06163934426229508,0.24476358028768838,0.08907975460122698,0.4051393238919816,0.19740535112581348,0
3089,0.786,0.2972972972972973,0.8,0.2716465079506982,0.0,1,0,0.47437065239730386,0,1,1,0,0,0.2,0.12885245901639344,0.16686558318128958,0.07101226993865031,0.39971999366697314,0.1308675375483475,0
3090,0.768,0.33783783783783783,0.3,0.2226136117656376,0.3333333333333333,0,1,0.47404662145234866,1,0,0,0,1,0.15,0.36655737704918034,0.1272055018636038,0.25725971370143147,0.36938186115726696,0.19094047553770427,1
3091,0.612,0.25675675675675674,0.2,0.0,0.3333333333333333,0,1,0.339178541550718,0,1,1,0,0,0.1,0.31540983606557377,0.0,0.3595092024539877,0.1662020664370233,0.3327218595962113,0
3092,0.632,0.17567567567567569,0.2,0.3172181581772902,0.0,0,0,0.020196878801925583,1,0,1,0,0,0.05,0.10360655737704919,0.25143109156121474,0.3656441717791411,0.2049596951512064,0.3705111132721349,0
3093,0.554,0.3108108108108108,0.5,0.40207862881698303,0.0,0,1,0.6733326532683871,0,1,0,0,1,0.125,0.09081967213114754,0.24096267119956202,0.11092024539877302,0.5776064406510065,0.16554148070176028,0
3094,0.26,0.0945945945945946,0.3,0.6948253372514713,0.3333333333333333,0,0,0.9082644892587242,1,0,0,1,0,0.15,0.2,0.6829018255188947,0.15337423312883436,0.8730417256094938,0.03561312125868324,0
3095,0.884,0.013513513513513514,0.7,0.5715089740220821,0.0,1,0,0.1663721885440059,0,1,1,0,0,0.175,0.14491803278688525,0.7390810867284088,0.09588080631025415,0.4331835494966917,0.5402072740355496,0
3096,0.526,0.5540540540540541,0.8,0.36435414873026734,0.0,0,0,0.13978044903288261,0,1,0,1,0,0.2,0.08622950819672132,0.15173799556464804,0.05107361963190184,0.29263679163797107,0.3111713743304637,1
3097,0.252,0.16216216216216217,0.3,0.5355418209839701,0.0,1,0,0.34169238162244486,0,1,0,1,0,0.075,0.04131147540983607,0.43862640434496214,0.15173824130879343,0.49705498061307807,0.3237978021995285,0
3098,0.378,0.08108108108108109,0.3,0.0,0.3333333333333333,1,1,0.9908420754182025,1,0,1,0,0,0.15,0.23868852459016393,0.0,0.17750511247443762,0.48589594004800013,0.9724559954166224,0
3099,0.692,0.5675675675675675,0.8,0.35387599004838977,0.0,1,1,0.9843281033338683,0,1,0,0,1,0.2,0.11344262295081967,0.14491805029693924,0.0638036809815951,0.700506804054295,0.5302122826254554,0
3100,0.92,0.22972972972972974,0.3,0.3858716501189786,0.3333333333333333,1,1,0.6025547939828253,0,1,0,1,0,0.15,0.4163934426229508,0.2708928007356887,0.2883435582822086,0.532908949884749,0.11602050227963735,0
3101,0.826,0.1891891891891892,0.9,0.6404210171548138,0.0,1,0,0.15438859411073755,0,1,0,1,0,0.225,0.13540983606557377,0.4917430529260094,0.061077027948193585,0.46971917284624964,0.6368465509528421,0
3102,0.58,0.14864864864864866,0.3,0.0,0.3333333333333333,1,0,0.01366185470712453,1,0,1,0,0,0.15,0.30491803278688523,0.0,0.21881390593047037,0.006509701997920817,0.013164103898075128,0
